source_file,link_text,target_node
Publications - Lit Mags/Jacket2.md,Claire Marie Stancek,Claire Marie Stancek
Publications - Lit Mags/Jacket2.md,Claudio Sansone,Claudio Sansone
Publications - Lit Mags/Jacket2.md,Clemente Padín,Clemente Padín
Publications - Lit Mags/Jacket2.md,Connie Yu,Connie Yu
Publications - Lit Mags/Jacket2.md,Craig Dworkin,Craig Dworkin
Publications - Lit Mags/Jacket2.md,Craig Santos Perez,Craig Santos Perez
Publications - Lit Mags/Jacket2.md,Curtis Faville,Curtis Faville
Publications - Lit Mags/Jacket2.md,Curtis Faville,Curtis Faville
Publications - Lit Mags/Jacket2.md,Cynthia Hogue,Cynthia Hogue
Publications - Lit Mags/Jacket2.md,Cyrus Console,Cyrus Console
Publications - Lit Mags/Jacket2.md,Dale Smith,Dale Smith
Publications - Lit Mags/Jacket2.md,Dan Beachy-Quick,Dan Beachy-Quick
Publications - Lit Mags/Jacket2.md,Dandi Meng,Dandi Meng
Publications - Lit Mags/Jacket2.md,Daniel Benjamin,Daniel Benjamin
Publications - Lit Mags/Jacket2.md,Daniel Bouchard,Daniel Bouchard
Publications - Lit Mags/Jacket2.md,Daniel Morris,Daniel Morris
Publications - Lit Mags/Jacket2.md,Daniel Owen,Daniel Owen
Publications - Lit Mags/Jacket2.md,Daniel Scott Snelson,Daniel Scott Snelson
Publications - Lit Mags/Jacket2.md,Darek Foks,Darek Foks
Publications - Lit Mags/Jacket2.md,Dave Drayton,Dave Drayton
Publications - Lit Mags/Jacket2.md,David A. Colón,David A. Colón
Publications - Lit Mags/Jacket2.md,David Grundy,David Grundy
Publications - Lit Mags/Jacket2.md,David Kaufmann,David Kaufmann
Publications - Lit Mags/Jacket2.md,David Mikics,David Mikics
Publications - Lit Mags/Jacket2.md,David Rich,David Rich
Publications - Lit Mags/Jacket2.md,David Wyatt,David Wyatt
Publications - Lit Mags/Jacket2.md,Dawn Akemi Sueoka,Dawn Akemi Sueoka
Publications - Lit Mags/Jacket2.md,Dee Morris,Dee Morris
Publications - Lit Mags/Jacket2.md,Denise Leto,Denise Leto
Publications - Lit Mags/Jacket2.md,Denise Low,Denise Low
Publications - Lit Mags/Jacket2.md,Derek Beaulieu,Derek Beaulieu
Publications - Lit Mags/Jacket2.md,Derek Fenner,Derek Fenner
Publications - Lit Mags/Jacket2.md,Derek Furr,Derek Furr
Publications - Lit Mags/Jacket2.md,Desmond Kon Zhicheng-Mingdé,Desmond Kon Zhicheng-Mingdé
Publications - Lit Mags/Jacket2.md,Dj Lee,Dj Lee
Publications - Lit Mags/Jacket2.md,Dorothea Lasky,Dorothea Lasky
Publications - Lit Mags/Jacket2.md,Douglas Kearney,Douglas Kearney
Publications - Lit Mags/Jacket2.md,Dubravka Djurić,Dubravka Djurić
Publications - Lit Mags/Jacket2.md,Dylan W. Krieger,Dylan W. Krieger
Publications - Lit Mags/Jacket2.md,Edward Burns,Edward Burns
Publications - Lit Mags/Jacket2.md,Edward Pasewicz,Edward Pasewicz
Publications - Lit Mags/Jacket2.md,Efe Murad,Efe Murad
Publications - Lit Mags/Jacket2.md,Eleanor Johnson,Eleanor Johnson
Publications - Lit Mags/Jacket2.md,Elena Fanailova,Elena Fanailova
Publications - Lit Mags/Jacket2.md,Elisabeth Joyce,Elisabeth Joyce
Publications - Lit Mags/Jacket2.md,Elizabeth-Jane Burnett,Elizabeth-Jane Burnett
Publications - Lit Mags/Jacket2.md,Emily Skillings,Emily Skillings
Publications - Lit Mags/Jacket2.md,Emily Wojcik,Emily Wojcik
Publications - Lit Mags/Jacket2.md,Eric Hoffman,Eric Hoffman
Publications - Lit Mags/Jacket2.md,Eric Keenaghan,Eric Keenaghan
Publications - Lit Mags/Jacket2.md,Eric Schmaltz,Eric Schmaltz
Publications - Lit Mags/Jacket2.md,Eric Selinger,Eric Selinger
Publications - Lit Mags/Jacket2.md,Erica Kaufman,Erica Kaufman
Publications - Lit Mags/Jacket2.md,Erica Kaufman,Erica Kaufman
Publications - Lit Mags/Jacket2.md,Eugene Ostashevsky,Eugene Ostashevsky
Publications - Lit Mags/Jacket2.md,Eugene Richie,Eugene Richie
Publications - Lit Mags/Jacket2.md,Evelyn Hoard Roberts,Evelyn Hoard Roberts
Publications - Lit Mags/Jacket2.md,Evelyn Reilly,Evelyn Reilly
Publications - Lit Mags/Jacket2.md,Evie Shockley,Evie Shockley
Publications - Lit Mags/Jacket2.md,Fiona Mcmahon,Fiona Mcmahon
Publications - Lit Mags/Jacket2.md,Frank D. Rashid,Frank D. Rashid
Publications - Lit Mags/Jacket2.md,Frank Sherlock,Frank Sherlock
Publications - Lit Mags/Jacket2.md,Fred Jeremy Seligson,Fred Jeremy Seligson
Publications - Lit Mags/Jacket2.md,Fred Moten,Fred Moten
Publications - Lit Mags/Jacket2.md,Fred Wah,Fred Wah
Publications - Lit Mags/Jacket2.md,Gabriel Ojeda-Sagué,Gabriel Ojeda-Sagué
Publications - Lit Mags/Jacket2.md,Gaby Divay,Gaby Divay
Publications - Lit Mags/Jacket2.md,Geoffrey O'brien,Geoffrey O'brien
Publications - Lit Mags/Jacket2.md,George Evans,George Evans
Publications - Lit Mags/Jacket2.md,George Oppen,George Oppen
Publications - Lit Mags/Jacket2.md,Georgina Colby,Georgina Colby
Publications - Lit Mags/Jacket2.md,Germán Labrador Méndez,Germán Labrador Méndez
Publications - Lit Mags/Jacket2.md,Gilbert Adair,Gilbert Adair
Publications - Lit Mags/Jacket2.md,Gillian Osborne,Gillian Osborne
Publications - Lit Mags/Jacket2.md,Gregory Betts,Gregory Betts
Publications - Lit Mags/Jacket2.md,Gregory Dunne,Gregory Dunne
Publications - Lit Mags/Jacket2.md,Grzegorz Wróblewski,Grzegorz Wróblewski
Publications - Lit Mags/Jacket2.md,Hannah Weiner,Hannah Weiner
Publications - Lit Mags/Jacket2.md,Harriet Tarlo,Harriet Tarlo
Publications - Lit Mags/Jacket2.md,Harvey Shapiro,Harvey Shapiro
Publications - Lit Mags/Jacket2.md,Heather Dubrow,Heather Dubrow
Publications - Lit Mags/Jacket2.md,Hillary Gravendyk,Hillary Gravendyk
Publications - Lit Mags/Jacket2.md,Holly Pester,Holly Pester
Publications - Lit Mags/Jacket2.md,Ira Livingston,Ira Livingston
Publications - Lit Mags/Jacket2.md,Ivan Emil Labayne,Ivan Emil Labayne
Publications - Lit Mags/Jacket2.md,J. Gordon Faylor,J. Gordon Faylor
Publications - Lit Mags/Jacket2.md,J. Peter Moore,J. Peter Moore
Publications - Lit Mags/Jacket2.md,J. R. Carpenter,J. R. Carpenter
Publications - Lit Mags/Jacket2.md,Jacek Gutorow,Jacek Gutorow
Publications - Lit Mags/Jacket2.md,Jacob Edmond,Jacob Edmond
Publications - Lit Mags/Jacket2.md,Jake Kennedy,Jake Kennedy
Publications - Lit Mags/Jacket2.md,Jake Reber,Jake Reber
Publications - Lit Mags/Jacket2.md,James Berger,James Berger
Publications - Lit Mags/Jacket2.md,James Cook,James Cook
Publications - Lit Mags/Jacket2.md,James D. Sullivan,James D. Sullivan
Publications - Lit Mags/Jacket2.md,James Harvey,James Harvey
Publications - Lit Mags/Jacket2.md,James Sanders,James Sanders
Publications - Lit Mags/Jacket2.md,Jan Baetens,Jan Baetens
Publications - Lit Mags/Jacket2.md,Janet Rosen,Janet Rosen
Publications - Lit Mags/Jacket2.md,Jared Spears,Jared Spears
Publications - Lit Mags/Jacket2.md,Jared Wells,Jared Wells
Publications - Lit Mags/Jacket2.md,Jason Morris,Jason Morris
Publications - Lit Mags/Jacket2.md,Jean Uhm,Jean Uhm
Publications - Lit Mags/Jacket2.md,Jean-Marie Gleize,Jean-Marie Gleize
Publications - Lit Mags/Jacket2.md,Jean-Michel Rabaté,Jean-Michel Rabaté
Publications - Lit Mags/Jacket2.md,Jeff T. Johnson,Jeff T. Johnson
Publications - Lit Mags/Jacket2.md,Jeffrey Bergfalk,Jeffrey Bergfalk
Publications - Lit Mags/Jacket2.md,Jen/Eleana Hofer,Eleana Hofer
Publications - Lit Mags/Jacket2.md,Jena Osman,Jena Osman
Publications - Lit Mags/Jacket2.md,Jennifer Aglio,Jennifer Aglio
Publications - Lit Mags/Jacket2.md,Jennifer Firestone,Jennifer Firestone
Publications - Lit Mags/Jacket2.md,Jennifer Moore,Jennifer Moore
Publications - Lit Mags/Jacket2.md,Jennifer Moxley,Jennifer Moxley
Publications - Lit Mags/Jacket2.md,Jennifer Phelps,Jennifer Phelps
Publications - Lit Mags/Jacket2.md,Jennifer Scappettone,Jennifer Scappettone
Publications - Lit Mags/Jacket2.md,Jenny Penberthy,Jenny Penberthy
Publications - Lit Mags/Jacket2.md,Jenny Sampirisi,Jenny Sampirisi
Publications - Lit Mags/Jacket2.md,Jerome Mcgann,Jerome Mcgann
Publications - Lit Mags/Jacket2.md,Jerome Rothenberg,Jerome Rothenberg
Publications - Lit Mags/Jacket2.md,Jerzy Jarniewicz,Jerzy Jarniewicz
Publications - Lit Mags/Jacket2.md,Jess Shollenberger,Jess Shollenberger
Publications - Lit Mags/Jacket2.md,Jessica Fisher,Jessica Fisher
Publications - Lit Mags/Jacket2.md,Jessyka Finley,Jessyka Finley
Publications - Lit Mags/Jacket2.md,Jim Dunn,Jim Dunn
Publications - Lit Mags/Jacket2.md,Joan Retallack,Joan Retallack
Publications - Lit Mags/Jacket2.md,Johanna Drucker,Johanna Drucker
Publications - Lit Mags/Jacket2.md,John Ashbery,John Ashbery
Publications - Lit Mags/Jacket2.md,John Cayley,John Cayley
Publications - Lit Mags/Jacket2.md,John Emil Vincent,John Emil Vincent
Publications - Lit Mags/Jacket2.md,John Felstiner,John Felstiner
Publications - Lit Mags/Jacket2.md,John Geraets,John Geraets
Publications - Lit Mags/Jacket2.md,John Lowney,John Lowney
Publications - Lit Mags/Jacket2.md,John Mateer,John Mateer
Publications - Lit Mags/Jacket2.md,John Taggart,John Taggart
Publications - Lit Mags/Jacket2.md,John Wieners,John Wieners
Publications - Lit Mags/Jacket2.md,John Yau,John Yau
Publications - Lit Mags/Jacket2.md,Jon Rutzmoser,Jon Rutzmoser
Publications - Lit Mags/Jacket2.md,Jonathon Atkinson,Jonathon Atkinson
Publications - Lit Mags/Jacket2.md,Joseph Ceravolo,Joseph Ceravolo
Publications - Lit Mags/Jacket2.md,Joseph Donahue,Joseph Donahue
Publications - Lit Mags/Jacket2.md,Joseph Harrington,Joseph Harrington
Publications - Lit Mags/Jacket2.md,Josephine Park,Josephine Park
Publications - Lit Mags/Jacket2.md,Joshua Corey,Joshua Corey
Publications - Lit Mags/Jacket2.md,Joshua Schuster,Joshua Schuster
Publications - Lit Mags/Jacket2.md,Judah Rubin,Judah Rubin
Publications - Lit Mags/Jacket2.md,Judith Goldman,Judith Goldman
Publications - Lit Mags/Jacket2.md,Julia Bloch,Julia Bloch
Publications - Lit Mags/Jacket2.md,Juliana Spahr,Juliana Spahr
Publications - Lit Mags/Jacket2.md,Julie Carr,Julie Carr
Publications - Lit Mags/Jacket2.md,Julie Phillips Brown,Julie Phillips Brown
Publications - Lit Mags/Jacket2.md,K Prevallet,K Prevallet
Publications - Lit Mags/Jacket2.md,Kacper Bartczak,Kacper Bartczak
Publications - Lit Mags/Jacket2.md,Kaegan Sparks,Kaegan Sparks
Publications - Lit Mags/Jacket2.md,Kaia Sand,Kaia Sand
Publications - Lit Mags/Jacket2.md,Kanta Kochhar-Lindgren,Kanta Kochhar-Lindgren
Publications - Lit Mags/Jacket2.md,Kaplan Harris,Kaplan Harris
Publications - Lit Mags/Jacket2.md,Karl Jirgens,Karl Jirgens
Publications - Lit Mags/Jacket2.md,Karl Young,Karl Young
Publications - Lit Mags/Jacket2.md,Kasia Van Schaik,Kasia Van Schaik
Publications - Lit Mags/Jacket2.md,Kate Fagan,Kate Fagan
Publications - Lit Mags/Jacket2.md,Kate Siklosi,Kate Siklosi
Publications - Lit Mags/Jacket2.md,Kathy Lou Schultz,Kathy Lou Schultz
Publications - Lit Mags/Jacket2.md,Ken Irby,Ken Irby
Publications - Lit Mags/Jacket2.md,Kenna O'rourke,Kenna O'rourke
Publications - Lit Mags/Jacket2.md,Kenneth Bluford,Kenneth Bluford
Publications - Lit Mags/Jacket2.md,Kenneth Goldsmith,Kenneth Goldsmith
Publications - Lit Mags/Jacket2.md,Kenneth R. James,Kenneth R. James
Publications - Lit Mags/Jacket2.md,Kevin Bowen,Kevin Bowen
Publications - Lit Mags/Jacket2.md,Kevin M. F. Platt,Kevin M. F. Platt
Publications - Lit Mags/Jacket2.md,Kevin Mcpherson Eckhoff,Kevin Mcpherson Eckhoff
Publications - Lit Mags/Jacket2.md,Kimberly Lamm,Kimberly Lamm
Publications - Lit Mags/Jacket2.md,Kimberly Lyons,Kimberly Lyons
Publications - Lit Mags/Jacket2.md,Kit Robinson,Kit Robinson
Publications - Lit Mags/Jacket2.md,Kristen Gallagher,Kristen Gallagher
Publications - Lit Mags/Jacket2.md,Kristin Dykstra,Kristin Dykstra
Publications - Lit Mags/Jacket2.md,Krzysztof Siwczyk,Krzysztof Siwczyk
Publications - Lit Mags/Jacket2.md,Kyle Bella,Kyle Bella
Publications - Lit Mags/Jacket2.md,Kyle Waugh,Kyle Waugh
Publications - Lit Mags/Jacket2.md,Laura Goldstein,Laura Goldstein
Publications - Lit Mags/Jacket2.md,Laura Hinton,Laura Hinton
Publications - Lit Mags/Jacket2.md,Laura Jaramillo,Laura Jaramillo
Publications - Lit Mags/Jacket2.md,Lauri Scheyer (Ramey),Lauri Scheyer (Ramey)
Publications - Lit Mags/Jacket2.md,Lawrence Joseph,Lawrence Joseph
Publications - Lit Mags/Jacket2.md,Lee Upton,Lee Upton
Publications - Lit Mags/Jacket2.md,Leon Katz,Leon Katz
Publications - Lit Mags/Jacket2.md,Leonard Schwartz,Leonard Schwartz
Publications - Lit Mags/Jacket2.md,Levi Bentley,Levi Bentley
Publications - Lit Mags/Jacket2.md,Libbie Rifkin,Libbie Rifkin
Publications - Lit Mags/Jacket2.md,Lisa Steinman,Lisa Steinman
Publications - Lit Mags/Jacket2.md,Logan Esdale,Logan Esdale
Publications - Lit Mags/Jacket2.md,Lori Landau,Lori Landau
Publications - Lit Mags/Jacket2.md,Louis Armand,Louis Armand
Publications - Lit Mags/Jacket2.md,Louis Cabri,Louis Cabri
Publications - Lit Mags/Jacket2.md,Luis Fernando Chueca,Luis Fernando Chueca
Publications - Lit Mags/Jacket2.md,Lukas Moe,Lukas Moe
Publications - Lit Mags/Jacket2.md,Luke Harley,Luke Harley
Publications - Lit Mags/Jacket2.md,Lyn Hejinian,Lyn Hejinian
Publications - Lit Mags/Jacket2.md,Lynn Keller,Lynn Keller
Publications - Lit Mags/Jacket2.md,Lytle Shaw,Lytle Shaw
Publications - Lit Mags/Jacket2.md,M A King,M A King
Publications - Lit Mags/Jacket2.md,M. G. Stephens,M. G. Stephens
Publications - Lit Mags/Jacket2.md,M. Nourbese Philip,M. Nourbese Philip
Publications - Lit Mags/Jacket2.md,Maciej Melecki,Maciej Melecki
Publications - Lit Mags/Jacket2.md,Madeleine Kerslake,Madeleine Kerslake
Publications - Lit Mags/Jacket2.md,Madeline Tiger,Madeline Tiger
Publications - Lit Mags/Jacket2.md,Magda Andrews-Hoke,Magda Andrews-Hoke
Publications - Lit Mags/Jacket2.md,Maggie O'sullivan,Maggie O'sullivan
Publications - Lit Mags/Jacket2.md,Mande Zecca,Mande Zecca
Publications - Lit Mags/Jacket2.md,Marcella Durand,Marcella Durand
Publications - Lit Mags/Jacket2.md,Marci Vogel,Marci Vogel
Publications - Lit Mags/Jacket2.md,Marcin Sendecki,Marcin Sendecki
Publications - Lit Mags/Jacket2.md,Margaret Christakos,Margaret Christakos
Publications - Lit Mags/Jacket2.md,Margaret Ronda,Margaret Ronda
Publications - Lit Mags/Jacket2.md,Maria Damon,Maria Damon
Publications - Lit Mags/Jacket2.md,Maria Sledmere,Maria Sledmere
Publications - Lit Mags/Jacket2.md,Marit Macarthur,Marit Macarthur
Publications - Lit Mags/Jacket2.md,Marjorie Perloff,Marjorie Perloff
Publications - Lit Mags/Jacket2.md,Marjorie Welish,Marjorie Welish
Publications - Lit Mags/Jacket2.md,Mark Goldstein,Mark Goldstein
Publications - Lit Mags/Jacket2.md,Mark Lamoureux,Mark Lamoureux
Publications - Lit Mags/Jacket2.md,Mark Scroggins,Mark Scroggins
Publications - Lit Mags/Jacket2.md,Mark So,Mark So
Publications - Lit Mags/Jacket2.md,Marta L. Werner,Marta L. Werner
Publications - Lit Mags/Jacket2.md,Marta Podgórnik,Marta Podgórnik
Publications - Lit Mags/Jacket2.md,Martin Glaz Serup,Martin Glaz Serup
Publications - Lit Mags/Jacket2.md,Marty Cain,Marty Cain
Publications - Lit Mags/Jacket2.md,Mary Hickman,Mary Hickman
Publications - Lit Mags/Jacket2.md,Marylyn Tan,Marylyn Tan
Publications - Lit Mags/Jacket2.md,Matias Viegener,Matias Viegener
Publications - Lit Mags/Jacket2.md,Matthew Cooperman,Matthew Cooperman
Publications - Lit Mags/Jacket2.md,Matthew Hofer,Matthew Hofer
Publications - Lit Mags/Jacket2.md,Matthew Landis,Matthew Landis
Publications - Lit Mags/Jacket2.md,Matthew Rana,Matthew Rana
Publications - Lit Mags/Jacket2.md,Maude Emerson,Maude Emerson
Publications - Lit Mags/Jacket2.md,Mecca Jamilah Sullivan,Mecca Jamilah Sullivan
Publications - Lit Mags/Jacket2.md,Megan Kaminski,Megan Kaminski
Publications - Lit Mags/Jacket2.md,Megan Pugh,Megan Pugh
Publications - Lit Mags/Jacket2.md,Mel Nichols,Mel Nichols
Publications - Lit Mags/Jacket2.md,Melanie Bell,Melanie Bell
Publications - Lit Mags/Jacket2.md,Meredith Quartermain,Meredith Quartermain
Publications - Lit Mags/Jacket2.md,Mesbah Alam Arghya,Mesbah Alam Arghya
Publications - Lit Mags/Jacket2.md,Mia You,Mia You
Publications - Lit Mags/Jacket2.md,Michael Cross,Michael Cross
Publications - Lit Mags/Jacket2.md,Michael Farrell,Michael Farrell
Publications - Lit Mags/Jacket2.md,Michael Heller,Michael Heller
Publications - Lit Mags/Jacket2.md,Michael Hennessey,Michael Hennessey
Publications - Lit Mags/Jacket2.md,Michael Leong,Michael Leong
Publications - Lit Mags/Jacket2.md,Michele Leggott,Michele Leggott
Publications - Lit Mags/Jacket2.md,Michele Minnick,Michele Minnick
Publications - Lit Mags/Jacket2.md,Michele Seminara,Michele Seminara
Publications - Lit Mags/Jacket2.md,Miriam Atkin,Miriam Atkin
Publications - Lit Mags/Jacket2.md,Mohammad Ali Maleki,Mohammad Ali Maleki
Publications - Lit Mags/Jacket2.md,Moira Williams,Moira Williams
Publications - Lit Mags/Jacket2.md,Naomi Ortiz,Naomi Ortiz
Publications - Lit Mags/Jacket2.md,Naomi Shulman,Naomi Shulman
Publications - Lit Mags/Jacket2.md,Naomi Toth,Naomi Toth
Publications - Lit Mags/Jacket2.md,Natalia Cecire,Natalia Cecire
Publications - Lit Mags/Jacket2.md,Nathan Kernan,Nathan Kernan
Publications - Lit Mags/Jacket2.md,Nathaniel Mackey,Nathaniel Mackey
Publications - Lit Mags/Jacket2.md,Nerys Williams,Nerys Williams
Publications - Lit Mags/Jacket2.md,Nguyễn-Hoàng Quyên,Nguyễn-Hoàng Quyên
Publications - Lit Mags/Jacket2.md,Nhã Thuyên,Nhã Thuyên
Publications - Lit Mags/Jacket2.md,Niamh O’mahony,Niamh O’mahony
Publications - Lit Mags/Jacket2.md,Nick Moudry,Nick Moudry
Publications - Lit Mags/Jacket2.md,Nick Sturm,Nick Sturm
Publications - Lit Mags/Jacket2.md,Nico Peck,Nico Peck
Publications - Lit Mags/Jacket2.md,Noa Micaela Fields,Noa Micaela Fields
Publications - Lit Mags/Jacket2.md,Noah Warren,Noah Warren
Publications - Lit Mags/Jacket2.md,Norman Finkelstein,Norman Finkelstein
Publications - Lit Mags/Jacket2.md,Norman Fischer,Norman Fischer
Publications - Lit Mags/Jacket2.md,Olivier Brossard,Olivier Brossard
Publications - Lit Mags/Jacket2.md,Omar Baig,Omar Baig
Publications - Lit Mags/Jacket2.md,Orchid Tierney,Orchid Tierney
Publications - Lit Mags/Jacket2.md,Pam Rehm,Pam Rehm
Publications - Lit Mags/Jacket2.md,Paolo Javier,Paolo Javier
Publications - Lit Mags/Jacket2.md,Patrick F. Durgin,Patrick F. Durgin
Publications - Lit Mags/Jacket2.md,Patrick James Dunagan,Patrick James Dunagan
Publications - Lit Mags/Jacket2.md,Patrick Pritchett,Patrick Pritchett
Publications - Lit Mags/Jacket2.md,Paul Jaussen,Paul Jaussen
Publications - Lit Mags/Jacket2.md,Paul Stephens,Paul Stephens
Publications - Lit Mags/Jacket2.md,Peter Burzyński,Peter Burzyński
Publications - Lit Mags/Jacket2.md,Peter Longofono,Peter Longofono
Publications - Lit Mags/Jacket2.md,Peter Middleton,Peter Middleton
Publications - Lit Mags/Jacket2.md,Peter Minter,Peter Minter
Publications - Lit Mags/Jacket2.md,Peter Nicholls,Peter Nicholls
Publications - Lit Mags/Jacket2.md,Peter O'leary,Peter O'leary
Publications - Lit Mags/Jacket2.md,Peter Valente,Peter Valente
Publications - Lit Mags/Jacket2.md,Petra Kuppers,Petra Kuppers
Publications - Lit Mags/Jacket2.md,Phil Baber,Phil Baber
Publications - Lit Mags/Jacket2.md,Phong Bui,Phong Bui
Publications - Lit Mags/Jacket2.md,Pierre Joris,Pierre Joris
Publications - Lit Mags/Jacket2.md,Piotr Florczyk,Piotr Florczyk
Publications - Lit Mags/Jacket2.md,Piotr Gwiazda,Piotr Gwiazda
Publications - Lit Mags/Jacket2.md,Poetry & Science Panelists,Poetry & Science Panelists
Publications - Lit Mags/Jacket2.md,Polina Barskova,Polina Barskova
Publications - Lit Mags/Jacket2.md,Raad Ahmad,Raad Ahmad
Publications - Lit Mags/Jacket2.md,Rachael M. Wilson,Rachael M. Wilson
Publications - Lit Mags/Jacket2.md,Rachel Blau Duplessis,Rachel Blau Duplessis
Publications - Lit Mags/Jacket2.md,Rachel Zolf,Rachel Zolf
Publications - Lit Mags/Jacket2.md,Rachelle Katz Lerner,Rachelle Katz Lerner
Publications - Lit Mags/Jacket2.md,Rae Armantrout,Rae Armantrout
Publications - Lit Mags/Jacket2.md,Randall Couch,Randall Couch
Publications - Lit Mags/Jacket2.md,Rania Lee Khalil,Rania Lee Khalil
Publications - Lit Mags/Jacket2.md,Raphael Rubinstein,Raphael Rubinstein
Publications - Lit Mags/Jacket2.md,Ray Hsu,Ray Hsu
Publications - Lit Mags/Jacket2.md,Raymond De Borja,Raymond De Borja
Publications - Lit Mags/Jacket2.md,Rebecca Gaydos,Rebecca Gaydos
Publications - Lit Mags/Jacket2.md,Renate Stendhal,Renate Stendhal
Publications - Lit Mags/Jacket2.md,Richard Sieburth,Richard Sieburth
Publications - Lit Mags/Jacket2.md,Richard Swigg,Richard Swigg
Publications - Lit Mags/Jacket2.md,Rob Mclennan,Rob Mclennan
Publications - Lit Mags/Jacket2.md,Rob Stanton,Rob Stanton
Publications - Lit Mags/Jacket2.md,Robert Bertholf,Robert Bertholf
Publications - Lit Mags/Jacket2.md,Robert Duncan,Robert Duncan
Publications - Lit Mags/Jacket2.md,Robert Grenier,Robert Grenier
Publications - Lit Mags/Jacket2.md,Robert Hampson,Robert Hampson
Publications - Lit Mags/Jacket2.md,Robert Majzels,Robert Majzels
Publications - Lit Mags/Jacket2.md,Robert Mittenthal,Robert Mittenthal
Publications - Lit Mags/Jacket2.md,Robert Mueller,Robert Mueller
Publications - Lit Mags/Jacket2.md,Robert Sheppard,Robert Sheppard
Publications - Lit Mags/Jacket2.md,Robert Zaller,Robert Zaller
Publications - Lit Mags/Jacket2.md,Ron Padgett,Ron Padgett
Publications - Lit Mags/Jacket2.md,Ron Silliman,Ron Silliman
Publications - Lit Mags/Jacket2.md,Rosanne Wasserman,Rosanne Wasserman
Publications - Lit Mags/Jacket2.md,Rosmarie Waldrop,Rosmarie Waldrop
Publications - Lit Mags/Jacket2.md,Ruth Lepson,Ruth Lepson
Publications - Lit Mags/Jacket2.md,Sabyasachi Sanyal,Sabyasachi Sanyal
Publications - Lit Mags/Jacket2.md,Sam Amico,Sam Amico
Publications - Lit Mags/Jacket2.md,Samantha Carrick,Samantha Carrick
Publications - Lit Mags/Jacket2.md,Samia Rahimtoola,Samia Rahimtoola
Publications - Lit Mags/Jacket2.md,Samuel Caleb Wee,Samuel Caleb Wee
Publications - Lit Mags/Jacket2.md,Sandra Alland,Sandra Alland
Publications - Lit Mags/Jacket2.md,Sandra Lim,Sandra Lim
Publications - Lit Mags/Jacket2.md,Santanu Bandyopadhyay,Santanu Bandyopadhyay
Publications - Lit Mags/Jacket2.md,Sarah Campbell,Sarah Campbell
Publications - Lit Mags/Jacket2.md,Sarah Ehlers,Sarah Ehlers
Publications - Lit Mags/Jacket2.md,Sarah Micklem,Sarah Micklem
Publications - Lit Mags/Jacket2.md,Sarah Riggs,Sarah Riggs
Publications - Lit Mags/Jacket2.md,Sarah Stone,Sarah Stone
Publications - Lit Mags/Jacket2.md,Scott Weintraub,Scott Weintraub
Publications - Lit Mags/Jacket2.md,Sean Braune,Sean Braune
Publications - Lit Mags/Jacket2.md,Seth Stewart,Seth Stewart
Publications - Lit Mags/Jacket2.md,Sharon Thesen,Sharon Thesen
Publications - Lit Mags/Jacket2.md,Shaunnah Ysabel Cledera,Shaunnah Ysabel Cledera
Publications - Lit Mags/Jacket2.md,Silvia Goldman,Silvia Goldman
Publications - Lit Mags/Jacket2.md,Siwar Masannat,Siwar Masannat
Publications - Lit Mags/Jacket2.md,Solveig Daugaard,Solveig Daugaard
Publications - Lit Mags/Jacket2.md,Sonnet L'abbé,Sonnet L'abbé
Publications - Lit Mags/Jacket2.md,Stefania Heim,Stefania Heim
Publications - Lit Mags/Jacket2.md,Stephanie Heit,Stephanie Heit
Publications - Lit Mags/Jacket2.md,Stephanie Sandler,Stephanie Sandler
Publications - Lit Mags/Jacket2.md,Stephen Collis,Stephen Collis
Publications - Lit Mags/Jacket2.md,Stephen Fredman,Stephen Fredman
Publications - Lit Mags/Jacket2.md,Stephen Ratcliffe,Stephen Ratcliffe
Publications - Lit Mags/Jacket2.md,Steve Benson,Steve Benson
Publications - Lit Mags/Jacket2.md,Steve Bradbury,Steve Bradbury
Publications - Lit Mags/Jacket2.md,Steve Clay,Steve Clay
Publications - Lit Mags/Jacket2.md,Steve Prygoda,Steve Prygoda
Publications - Lit Mags/Jacket2.md,Steve Savage,Steve Savage
Publications - Lit Mags/Jacket2.md,Subhro Bandopadhyay,Subhro Bandopadhyay
Publications - Lit Mags/Jacket2.md,Sukanta Ghosh,Sukanta Ghosh
Publications - Lit Mags/Jacket2.md,Susan Bee,Susan Bee
Publications - Lit Mags/Jacket2.md,Susan Briante,Susan Briante
Publications - Lit Mags/Jacket2.md,Susan Gevirtz,Susan Gevirtz
Publications - Lit Mags/Jacket2.md,Susan Holbrook,Susan Holbrook
Publications - Lit Mags/Jacket2.md,Swati Rana,Swati Rana
Publications - Lit Mags/Jacket2.md,Syrus Marcus Ware,Syrus Marcus Ware
Publications - Lit Mags/Jacket2.md,Tanya Clement,Tanya Clement
Publications - Lit Mags/Jacket2.md,Ted Pearson,Ted Pearson
Publications - Lit Mags/Jacket2.md,Teresa Carmody,Teresa Carmody
Publications - Lit Mags/Jacket2.md,Thom Donovan,Thom Donovan
Publications - Lit Mags/Jacket2.md,Thomas Depietro,Thomas Depietro
Publications - Lit Mags/Jacket2.md,Thomas Devaney,Thomas Devaney
Publications - Lit Mags/Jacket2.md,Thomas Fink,Thomas Fink
Publications - Lit Mags/Jacket2.md,Tilde Acuña,Tilde Acuña
Publications - Lit Mags/Jacket2.md,Timothy Yu,Timothy Yu
